id,question,gold
345,চীনাবাদামের জন্য কত বীজ প্রয়োজন?,হেক্টর প্রতি ১০০ কেজি বা একর প্রতি ৪০ কেজি খোসাসহ বীজের প্রয়োজন হয়।
346,বারি পানিকচু-৯ চাষে কী পরিমাণ ফলন পাওয়া যায়?,প্রতি হেক্টরে লতির গড় ফলন ৩০ টন এবং রাইজোমের গড় ফলন ২৫ টন।
347,চর এলাকায় বিনা চাষে পেঁয়াজ বিষয়ে বাল্ব পরিপক্ক সংগ্রহের সম্পর্কে কী তথ্য আছে?,বাল্ব পরিপক্ক ও সংগ্রহের একমাস পূর্বে সেচ দেওয়া বন্ধ করা উচিত তা না হলে কন্দের গুণাগুণ ও সংরক্ষণ ক্ষমতা হ্রাস পায়।
348,কাসাভা জমি আগাছার বিষয়ে কী অবস্থায় রাখতে হবে?,অন্যান্য ফসলের মত আগাছা কাসাভার ফলন কমিয়ে দিতে পারে তাই জমি সব সময় আগাছা মুক্ত রাখতে হবে।
349,মেটে আলু সম্পর্কে বালুর স্তরে সংরক্ষণ বিষয়ে কী বলা হয়েছে?,ঠান্ডা ও উত্তম বায়ু চলাচলযুক্ত ঘরে ১-২ স্তরে ২-৩ ইঞ্চি বালুর স্তর দিয়ে বিছিয়ে সহজেই সংরক্ষণ করা যায়।
350,পানিকচুর রোপণ পদ্ধতি সম্পর্কে কী বলা হয়েছে?,৪-৬ পাতা বিশিষ্ট সবল ও সতেজ চারা রোপণের জন্য নির্বাচন করতে হবে।
351,বারি চীনাবাদাম-১২-এর রোগ দমন বা সহনশীলতা সম্পর্কে কী বলা হয়েছে?,জাতটি স্বল্পমাত্রায় খরা ও রোগ সহনশীল।
352,পানিকচুর লতি সম্পর্কে কী বলা হয়েছে?,লতির মতো জাতটির কাণ্ডও ভক্ষণযোগ্য।
353,মরিচের সাথে পাতা জাতীয় সবজি আন্তঃফসলের সেচ সম্পর্কে কী বলা হয়েছে?,সেচ মাটিতে অতিরিক্ত আর্দ্রতা রাখা যাবে না।
354,অড়হর বিষয়ে কাঁচা ফল সংগ্রহের সময় সম্পর্কে কী তথ্য আছে?,কাঁচা ফল সব্জি হিসাবে ব্যবহারের জন্য বীজ পরিপক্ক হওয়ার ৩০-৪০ দিন পূর্বে হাত দিয়ে তুলে ফল সংগ্রহ করা যায়।
355,কফি বিষয়ে সারি থেকে সারি ও গাছ থেকে গাছ সম্পর্কে কী তথ্য আছে?,"গাছ থেকে গাছ বা সারি থেকে সারির দূরত্ব জাত, মাটির ধরণ ও উর্বরতার উপর নির্ভর করে।"
356,সুপারির সেচ সম্পর্কে কী বলা হয়েছে?,নালাগুলোর মধ্যে দিয়ে সেচ ও নিকাশের সুবিধা পাওয়া যায় এবং চারার পরিচর্যা করা সহজ হয়।
357,চর এলাকায় বিনা চাষে পেঁয়াজের সেচ ব্যবস্থাপনায় কী নির্দেশনা আছে?,সেচ ব্যবস্থাপনা: চর এলাকায় মাটির অবস্থাভেদে ৮-১০ বার সেচের প্রয়োজন হয়।
358,বার্লি বপন বা রোপণে কী দূরত্ব রাখতে হয়?,সারিতে বপন করলে সারি থেকে সারির দূরত্ব ২৫ সে.মি. এবং গাছ থেকে গাছের দূরত্ব ১০ সে.মি হওয়া উত্তম।
